utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos,IsFullTracking,SvPositionEcefXMeters,SvPositionEcefYMeters,SvPositionEcefZMeters,SvVelocityEcefXMetersPerSecond,SvVelocityEcefYMetersPerSecond,SvVelocityEcefZMetersPerSecond,SvClockBiasMeters,SvClockDriftMetersPerSecond,KlobucharAlpha0,KlobucharAlpha1,KlobucharAlpha2,KlobucharAlpha3,KlobucharBeta0,KlobucharBeta1,KlobucharBeta2,KlobucharBeta3
1773849034427,589344521000000,18,0.0,-1457294907906316256,-0.2549114227294922,142.92277046479285,-0.21556239988615278,13.87563758103154,21,11,0.0,16399,316238349330636,46,25.8,385.0871887207031,0.949999988079071,16,0.0,0.0,1561098000,,,,0,,5,-53.95,20.8,-481.86529541015625,16.207408905029297,,,I,678246625157400,1,14894239.727892317,19636645.897861924,13167188.26816432,342.9257133863076,1455.612967169961,-2569.0420922088415,-8663.20728682358,0.0043985354186588665,0.000000021420419216156006,0.000000007450580596923828,-0.00000011920928955078125,0.0,122880.0,0.0,-262144.0,196608.0
1773849034427,589344521000000,18,0.0,-1457294907906316256,-0.2549114227294922,142.92277046479285,-0.21556239988615278,13.87563758103154,21,8,0.0,16399,316238291556720,70,22.8,258.51397705078125,1.0069999694824219,16,0.0,0.0,1561098000,,,,0,,5,-53.95,17.8,-481.86529541015625,16.207408905029297,,,I,678246625157400,1,-16407689.418737765,21243260.369165994,32437695.880585723,-1216.5616830458516,1102.1610002417626,-1349.8286888626305,-166142.3791634773,0.00434986045002006,0.000000021420419216156006,0.000000007450580596923828,-0.00000011920928955078125,0.0,122880.0,0.0,-262144.0,196608.0
1773849034427,589344521000000,18,0.0,-1457294907906316256,-0.2549114227294922,142.92277046479285,-0.21556239988615278,13.87563758103154,21,4,0.0,17423,316252339429441,53,24.6,-409.48345947265625,0.9599999785423279,16,0.0,0.0,1575420000,,,,0,,6,-53.83,19.6,-6.093044757843018,16.25831413269043,,,C,678246625157400,1,14557284.242467143,24769217.708915018,7108244.451036642,-405.55518923185343,-589.6945232581963,2890.592084212745,-29908.5891147823,-0.0031216444294841494,0.000000021420419216156006,0.000000007450580596923828,-0.00000011920928955078125,0.0,122880.0,0.0,-262144.0,196608.0
1773849034427,589344521000000,18,0.0,-1457294907906316256,-0.2549114227294922,142.92277046479285,-0.21556239988615278,13.87563758103154,21,10,0.0,17423,316252344350002,53,24.6,308.0664367675781,0.9644999504089355,16,0.0,0.0,1575420000,,,,0,,6,-53.83,19.6,-6.093044757843018,16.25831413269043,,,C,678246625157400,1,9571110.009727297,16360463.01708354,22734009.113486547,-726.0879102037892,2167.6752229198955,-1253.6930364500656,-233490.89565622475,-0.0007874669972807169,0.000000021420419216156006,0.000000007450580596923828,-0.00000011920928955078125,0.0,122880.0,0.0,-262144.0,196608.0
1773849034427,589344521000000,18,0.0,-1457294907906316256,-0.2549114227294922,142.92277046479285,-0.21556239988615278,13.87563758103154,21,10,0.0,81935,316252353058819,23,18.6,451.26220703125,2.5310001373291016,16,0.0,0.0,1176450000,,,,0,,1,-34.37,13.600000000000001,-4.169033527374268,4.548111915588379,,,Q,678246625157400,1,5915013.885361861,13411204.441595843,22425073.30823895,-2614.549204726632,921.5925049498633,108.05255697265946,-176978.89414826361,0.0008279125613626093,0.000000021420419216156006,0.000000007450580596923828,-0.00000011920928955078125,0.0,122880.0,0.0,-262144.0,196608.0
1773849034427,589344521000000,18,0.0,-1457294907906316256,-0.2549114227294922,142.92277046479285,-0.21556239988615278,13.87563758103154,21,21,0.0,16399,316238342535879,11,24.2,501.9134826660156,0.14908067882061005,16,0.0,0.0,1575420000,,,,0,,5,-53.83,19.2,-485.0202331542969,294.457763671875,,,P,678246625157400,1,-4444408.472590343,14768493.804589858,23271327.810681596,-2592.5103849409365,-563.504343112032,-133.97952082608873,-260167.85173032066,0.0010741878359112889,0.000000021420419216156006,0.000000007450580596923828,-0.00000011920928955078125,0.0,122880.0,0.0,-262144.0,196608.0
1773849034427,589344521000000,18,0.0,-1457294907906316256,-0.2549114227294922,142.92277046479285,-0.21556239988615278,13.87563758103154,21,33,0.0,16399,316238347620661,9,26.2,-572.5640869140625,0.6494412422180176,16,0.0,0.0,1575420000,,,,0,,5,-53.83,21.2,-485.0202331542969,294.457763671875,,,P,678246625157400,1,27112515.246455453,6433845.437001497,1170491.0049172905,-141.15016025864688,23.721822070881224,3150.431166568127,-278047.37947604427,0.0010105532128363848,0.000000021420419216156006,0.000000007450580596923828,-0.00000011920928955078125,0.0,122880.0,0.0,-262144.0,196608.0
1773849034427,589344521000000,18,0.0,-1457294907906316256,-0.2549114227294922,142.92277046479285,-0.21556239988615278,13.87563758103154,21,34,0.0,16399,316238343116329,14,22.4,530.0154418945312,1.1109999418258667,16,0.0,0.0,1575420000,,,,0,,5,-53.83,17.4,-485.0202331542969,294.457763671875,,,P,678246625157400,1,12066030.262736311,24936648.54171239,3437003.510644085,-23.839902248722012,431.3801383994321,-3026.9111687392497,271755.55756633333,0.002476074325386435,0.000000021420419216156006,0.000000007450580596923828,-0.00000011920928955078125,0.0,122880.0,0.0,-262144.0,196608.0
1773849034427,589344521000000,18,0.0,-1457294907906316256,-0.2549114227294922,142.92277046479285,-0.21556239988615278,13.87563758103154,21,42,0.0,16399,316238351379505,12,23.7,8.35389232635498,0.9479999542236328,16,0.0,0.0,1575420000,,,,0,,5,-53.83,18.7,-485.0202331542969,294.457763671875,,,P,678246625157400,1,15127569.785914242,15267398.191642856,17812948.06037247,-1991.256734248066,-384.16828354707155,2029.5802407081271,-269800.2615031396,0.0007764397887513041,0.000000021420419216156006,0.000000007450580596923828,-0.00000011920928955078125,0.0,122880.0,0.0,-262144.0,196608.0
1773849034427,589344521000000,18,0.0,-1457294907906316256,-0.2549114227294922,142.92277046479285,-0.21556239988615278,13.87563758103154,21,43,0.0,16399,316238354736391,14,22.6,157.67733764648438,1.1424999237060547,16,0.0,0.0,1575420000,,,,0,,5,-53.83,17.6,-485.0202331542969,294.457763671875,,,P,678246625157400,1,18269789.921273652,9562283.075248951,18794614.897539407,670.5697092784776,2048.681594016683,-1690.3742806786133,40254.13979847809,0.00029113343043718487,0.000000021420419216156006,0.000000007450580596923828,-0.00000011920928955078125,0.0,122880.0,0.0,-262144.0,196608.0
1773849035427,589345521000000,18,0.0,-1457294907906316268,-0.2354450225830078,103.96433935966343,0.9975852705897678,13.598937826998206,21,2,0.0,16399,316253357732995,70,22.6,-152.1017303466797,1.6069999933242798,16,0.0,0.0,1575420000,,,,0,,1,-49.6,17.6,0.0,0.0,,,C,678247634003651,1,15316627.720762307,-5281585.7599815065,21336506.707222875,-126.83309315585574,2627.839289855876,811.2035138933094,18108.684828225305,0.0032163139185286127,0.000000021420419216156006,0.000000007450580596923828,-0.00000011920928955078125,0.0,122880.0,0.0,-262144.0,196608.0
1773849035427,589345521000000,18,0.0,-1457294907906316268,-0.2354450225830078,103.96433935966343,0.9975852705897678,13.598937826998206,21,3,0.0,16399,316253344893752,40,26.0,-734.2481079101562,0.7475000023841858,16,0.0,0.0,1575420000,,,,0,,1,-49.6,21.0,0.0,0.0,,,C,678247634003651,1,22478129.388065677,-12490009.648667382,-6594518.239672584,823.6154164424472,-105.11911473574818,3108.271957642954,160527.41503248265,-0.003967316908529028,0.000000021420419216156006,0.000000007450580596923828,-0.00000011920928955078125,0.0,122880.0,0.0,-262144.0,196608.0
1773849035427,589345521000000,18,0.0,-1457294907906316268,-0.2354450225830078,103.96433935966343,0.9975852705897678,13.598937826998206,21,10,0.0,16399,316253353057322,21,31.0,451.5611572265625,0.06809104233980179,16,0.0,0.0,1575420000,,,,0,,1,-49.6,26.0,0.0,0.0,,,C,678247634003651,1,5912399.361716397,13412126.120057559,22425181.12821087,-2614.5059032054287,921.7671744485035,107.58770909183141,-176978.89332039942,0.0008278183231595904,0.000000021420419216156006,0.000000007450580596923828,-0.00000011920928955078125,0.0,122880.0,0.0,-262144.0,196608.0
1773849035427,589345521000000,18,0.0,-1457294907906316268,-0.2354450225830078,103.96433935966343,0.9975852705897678,13.598937826998206,21,27,0.0,16399,316253355040376,17,33.5,531.948486328125,0.036794375628232956,16,0.0,0.0,1575420000,,,,0,,1,-49.6,28.5,0.0,0.0,,,C,678247634003651,1,22844360.40259847,11697512.955775999,7301820.015492198,587.5068461236697,810.2881061676778,-2944.100558509955,-21855.47127203233,-0.0033894453808898106,0.000000021420419216156006,0.000000007450580596923828,-0.00000011920928955078125,0.0,122880.0,0.0,-262144.0,196608.0
1773849035427,589345521000000,18,0.0,-1457294907906316268,-0.2354450225830078,103.96433935966343,0.9975852705897678,13.598937826998206,21,32,0.0,16399,316253351535674,27,29.8,-303.4898681640625,0.5870000123977661,16,0.0,0.0,1575420000,,,,0,,1,-49.6,24.8,0.0,0.0,,,C,678247634003651,1,14109637.495701564,20403111.896924965,10021128.125712251,-1083.4088280123513,-610.5988956221772,2829.216744581467,-12756.54871842495,0.006346396245135111,0.000000021420419216156006,0.000000007450580596923828,-0.00000011920928955078125,0.0,122880.0,0.0,-262144.0,196608.0
1773849035427,589345521000000,18,0.0,-1457294907906316268,-0.2354450225830078,103.96433935966343,0.9975852705897678,13.598937826998206,21,21,0.0,49359,67835355092642,53,24.7,468.6330261230469,0.9210000038146973,16,0.0,0.0,1604250000,,,,0,,3,-44.46,19.7,4868.27392578125,16.33734703063965,,,C,678247634003651,1,8800163.22457458,19602417.459883593,13723980.623605702,396.37944530370555,1847.6264498949822,-2894.3255538337257,-87143.96110864686,-0.0010906386087299325,0.000000021420419216156006,0.000000007450580596923828,-0.00000011920928955078125,0.0,122880.0,0.0,-262144.0,196608.0
1773849035427,589345521000000,18,0.0,-1457294907906316268,-0.2354450225830078,103.96433935966343,0.9975852705897678,13.598937826998206,21,7,0.0,49359,67835358412013,27,29.5,-572.184814453125,0.6165000200271606,16,0.0,0.0,1604812500,,,,0,,3,-44.46,24.5,4868.27392578125,16.33734703063965,,,C,678247634003651,1,21673289.200193003,11957738.332382336,6307881.26477548,-718.2728215447478,-506.3123523416466,3449.6791701012653,35872.06360310316,0.0,0.000000021420419216156006,0.000000007450580596923828,-0.00000011920928955078125,0.0,122880.0,0.0,-262144.0,196608.0
1773849035427,589345521000000,18,0.0,-1457294907906316268,-0.2354450225830078,103.96433935966343,0.9975852705897678,13.598937826998206,21,43,0.0,16399,316239354735864,46,25.8,158.05810546875,1.347499966621399,16,0.0,0.0,1561098000,,,,0,,5,-53.17,20.8,-481.86529541015625,16.207408905029297,,,I,678247634003651,1,18270460.520962678,9564331.64454774,18792924.35168348,670.6303687129865,2048.4591568788787,-1690.719207834492,40254.14008961563,0.00029114194330759346,0.000000021420419216156006,0.000000007450580596923828,-0.00000011920928955078125,0.0,122880.0,0.0,-262144.0,196608.0
1773849035427,589345521000000,18,0.0,-1457294907906316268,-0.2354450225830078,103.96433935966343,0.9975852705897678,13.598937826998206,21,8,0.0,16399,316239291555850,70,22.3,257.91864013671875,1.0869998931884766,16,0.0,0.0,1561098000,,,,0,,5,-53.17,17.3,-481.86529541015625,16.207408905029297,,,I,678247634003651,1,-16408905.898803264,21244362.617678687,32436345.966453075,-1216.4005603060452,1102.337939186582,-1350.001924165015,-166142.37481362786,0.004349845898104832,0.000000021420419216156006,0.000000007450580596923828,-0.00000011920928955078125,0.0,122880.0,0.0,-262144.0,196608.0
1773849035427,589345521000000,18,0.0,-1457294907906316268,-0.2354450225830078,103.96433935966343,0.9975852705897678,13.598937826998206,21,4,0.0,17423,316253339430849,40,26.8,-409.569580078125,0.8460443615913391,16,0.0,0.0,1575420000,,,,0,,6,-53.41,21.8,-6.093044757843018,16.25831413269043,,,C,678247634003651,1,14556878.57048878,24768627.918574378,7111134.992527446,-405.7876289271275,-589.8844905895894,2890.482750166618,-29908.592236429136,-0.003121640460449271,0.000000021420419216156006,0.000000007450580596923828,-0.00000011920928955078125,0.0,122880.0,0.0,-262144.0,196608.0
1773849035427,589345521000000,18,0.0,-1457294907906316268,-0.2354450225830078,103.96433935966343,0.9975852705897678,13.598937826998206,21,10,0.0,17423,316253344349018,61,23.8,307.761962890625,0.9555000066757202,16,0.0,0.0,1575420000,,,,0,,6,-53.41,18.8,-6.093044757843018,16.25831413269043,,,C,678247634003651,1,9570384.032497881,16362630.660890752,22732755.246962998,-725.8679776270233,2167.616648473806,-1254.0424750425204,-233490.8964436903,-0.0007874656585045159,0.000000021420419216156006,0.000000007450580596923828,-0.00000011920928955078125,0.0,122880.0,0.0,-262144.0,196608.0
1773849035427,589345521000000,18,0.0,-1457294907906316268,-0.2354450225830078,103.96433935966343,0.9975852705897678,13.598937826998206,21,12,0.0,17423,316253338961060,92,20.3,418.16082763671875,1.8984999656677246,16,0.0,0.0,1575420000,,,,0,,6,-53.41,15.3,-6.093044757843018,16.25831413269043,,,C,678247634003651,1,3366639.3678853298,23614673.470712777,17541251.125056803,-503.97876826205066,1692.3860294578708,-2178.9345944825563,-9964.718417824142,-0.0008345409205503529,0.000000021420419216156006,0.000000007450580596923828,-0.00000011920928955078125,0.0,122880.0,0.0,-262144.0,196608.0
1773849035427,589345521000000,18,0.0,-1457294907906316268,-0.2354450225830078,103.96433935966343,0.9975852705897678,13.598937826998206,21,16,0.0,17423,316253333994487,70,22.8,610.4906616210938,1.6370000839233398,16,0.0,0.0,1575420000,,,,0,,6,-53.41,17.8,-6.093044757843018,16.25831413269043,,,C,678247634003651,1,26690588.50218118,3848831.349856795,-12186302.876332872,-1213.2195887142984,159.851893295919,-2608.835697160263,-5957.646591159814,-0.0007574404080514796,0.000000021420419216156006,0.000000007450580596923828,-0.00000011920928955078125,0.0,122880.0,0.0,-262144.0,196608.0
1773849035427,589345521000000,18,0.0,-1457294907906316268,-0.2354450225830078,103.96433935966343,0.9975852705897678,13.598937826998206,21,19,0.0,17423,316253340252188,80,21.2,53.40591812133789,1.8055000305175781,16,0.0,0.0,1575420000,,,,0,,6,-53.41,16.2,-6.093044757843018,16.25831413269043,,,C,678247634003651,1,-3446525.389395885,19389060.580955923,22107935.520324104,-1389.3146542901004,-1726.9137165935558,1299.3640726090994,842848.2273361841,0.009197635226882994,0.000000021420419216156006,0.000000007450580596923828,-0.00000011920928955078125,0.0,122880.0,0.0,-262144.0,196608.0
1773849035427,589345521000000,18,0.0,-1457294907906316268,-0.2354450225830078,103.96433935966343,0.9975852705897678,13.598937826998206,21,25,0.0,17423,316253343500956,106,19.7,442.37567138671875,1.8940000534057617,16,0.0,0.0,1575420000,,,,0,,6,-53.41,14.7,-6.093044757843018,16.25831413269043,,,C,678247634003651,1,27904895.906742144,-8468643.409552805,5091340.926806393,493.2458030471515,-145.18752086515462,-2942.762332707651,6591.21270079826,-0.0000011307847671560012,0.000000021420419216156006,0.000000007450580596923828,-0.00000011920928955078125,0.0,122880.0,0.0,-262144.0,196608.0
1773849035427,589345521000000,18,0.0,-1457294907906316268,-0.2354450225830078,103.96433935966343,0.9975852705897678,13.598937826998206,21,27,0.0,81935,316253355040342,23,18.0,531.8898315429688,3.9140000343322754,16,0.0,0.0,1176450000,,,,0,,1,-34.17,13.0,-4.169033527374268,4.548111915588379,,,Q,678247634003651,1,22844360.402578533,11697512.955748364,7301820.015592302,587.506846131821,810.2881061768194,-2944.1005585047446,-21855.471272032213,-0.0033894453808898106,0.000000021420419216156006,0.000000007450580596923828,-0.00000011920928955078125,0.0,122880.0,0.0,-262144.0,196608.0
1773849035427,589345521000000,18,0.0,-1457294907906316268,-0.2354450225830078,103.96433935966343,0.9975852705897678,13.598937826998206,21,21,0.0,16399,316239342534155,8,27.2,501.6559143066406,0.06455223262310028,16,0.0,0.0,1575420000,,,,0,,5,-53.41,22.2,-485.0803527832031,217.98497009277344,,,P,678247634003651,1,-4447000.990706696,14767930.394297995,23271193.61825573,-2592.534776559578,-563.3181814034917,-134.40579316659955,-260167.85065612962,0.0010741979640442878,0.000000021420419216156006,0.000000007450580596923828,-0.00000011920928955078125,0.0,122880.0,0.0,-262144.0,196608.0
1773849035427,589345521000000,18,0.0,-1457294907906316268,-0.2354450225830078,103.96433935966343,0.9975852705897678,13.598937826998206,21,33,0.0,16399,316239347622536,8,27.0,-572.66015625,0.0720522329211235,16,0.0,0.0,1575420000,,,,0,,5,-53.41,22.0,-485.0803527832031,217.98497009277344,,,P,678247634003651,1,27112373.920746405,6433869.127162392,1173641.4312253746,-141.50072911879806,23.658419408867296,3150.4096258999234,-278047.3784654884,0.0010105547844432294,0.000000021420419216156006,0.000000007450580596923828,-0.00000011920928955078125,0.0,122880.0,0.0,-262144.0,196608.0
1773849035427,589345521000000,18,0.0,-1457294907906316268,-0.2354450225830078,103.96433935966343,0.9975852705897678,13.598937826998206,21,42,0.0,16399,316239351379457,11,24.3,8.40146541595459,0.9479999542236328,16,0.0,0.0,1575420000,,,,0,,5,-53.41,19.3,-485.0803527832031,217.98497009277344,,,P,678247634003651,1,15125578.402896706,15267014.069310302,17814977.47728875,-1991.509485373561,-384.076411450809,2029.2537805204565,-269800.2607266897,0.0007764602196402848,0.000000021420419216156006,0.000000007450580596923828,-0.00000011920928955078125,0.0,122880.0,0.0,-262144.0,196608.0
1773849035427,589345521000000,18,0.0,-1457294907906316268,-0.2354450225830078,103.96433935966343,0.9975852705897678,13.598937826998206,21,43,0.0,16399,316239354735835,10,25.3,157.58726501464844,0.12674328684806824,16,0.0,0.0,1575420000,,,,0,,5,-53.41,20.3,-485.0803527832031,217.98497009277344,,,P,678247634003651,1,18270460.520943206,9564331.644488376,18792924.35173251,670.6303687112227,2048.459156885332,-1690.7192078244884,40254.14008961562,0.00029114194330759346,0.000000021420419216156006,0.000000007450580596923828,-0.00000011920928955078125,0.0,122880.0,0.0,-262144.0,196608.0
1773849036427,589346521000000,18,0.0,-1457294907906316347,-0.5692272186279297,135.86888962890953,0.03165682036563501,10.582400893395105,21,2,0.0,16399,316254357733507,53,24.9,-152.0541534423828,0.8479999899864197,16,0.0,0.0,1575420000,,,,0,,1,-49.71,19.9,0.0,0.0,,,C,678248627369067,1,15316500.961235218,-5278957.869420471,21337317.690004874,-126.6858281284261,2627.939130871103,810.7612173334303,18108.68804464366,0.003216519489797065,0.000000021420419216156006,0.000000007450580596923828,-0.00000011920928955078125,0.0,122880.0,0.0,-262144.0,196608.0
1773849036427,589346521000000,18,0.0,-1457294907906316347,-0.5692272186279297,135.86888962890953,0.03165682036563501,10.582400893395105,21,3,0.0,16399,316254344896121,40,26.9,-733.6582641601562,0.7475000023841858,16,0.0,0.0,1575420000,,,,0,,1,-49.71,21.9,0.0,0.0,,,C,678248627369067,1,22478952.8180677,-12490114.728232823,-6591409.890096028,823.2406857049149,-105.03950873806538,3108.4124570838344,160527.41106510855,-0.003967412514612079,0.000000021420419216156006,0.000000007450580596923828,-0.00000011920928955078125,0.0,122880.0,0.0,-262144.0,196608.0
1773849036427,589346521000000,18,0.0,-1457294907906316347,-0.5692272186279297,135.86888962890953,0.03165682036563501,10.582400893395105,21,8,0.0,16399,316254359849170,80,21.6,165.51742553710938,2.4100000858306885,16,0.0,0.0,1575420000,,,,0,,1,-49.71,16.6,0.0,0.0,,,C,678248627369067,1,21504819.106650643,2034909.1859717444,15571309.886535361,1471.5845569817939,1367.3008333181208,-2136.158809022602,142804.69062145773,-0.001551567343994975,0.000000021420419216156006,0.000000007450580596923828,-0.00000011920928955078125,0.0,122880.0,0.0,-262144.0,196608.0
1773849036427,589346521000000,18,0.0,-1457294907906316347,-0.5692272186279297,135.86888962890953,0.03165682036563501,10.582400893395105,21,10,0.0,16399,316254353055832,24,30.5,451.8537902832031,0.6708843111991882,16,0.0,0.0,1575420000,,,,0,,1,-49.71,25.5,0.0,0.0,,,C,678248627369067,1,5909784.881386823,13413047.973184297,22425288.48333458,-2614.4625362775178,921.9418226354865,107.12285765337057,-176978.89249262947,0.000827724055852741,0.000000021420419216156006,0.000000007450580596923828,-0.00000011920928955078125,0.0,122880.0,0.0,-262144.0,196608.0
